id,docnumber,customername,itemname,transactiontype,InternalIndex,customerid,txndate,amt,isontheincentiveprogram,regionalsalesmanagername,industry,qty,Unit_Name,qtykg,qtypallets,itemid
33333,6783,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Adjustment Notes,,156,01-03-2025,-10120,,Sutan,Manufacturer,,,,,166
33477,6799,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,2,156,04-03-2025,492,,Sutan,Manufacturer,12,Carton,240,0.25,92
33477,6799,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,4,156,04-03-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
33477,6799,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,04-03-2025,4592,,Sutan,Manufacturer,112,Carton,2240,2.333333333,92
33477,6799,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,3,156,04-03-2025,820,,Sutan,Manufacturer,20,Carton,400,0.416666667,92
33628,6823,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,5,156,11-03-2025,1900,,Sutan,Manufacturer,100,10Kg Bag,1000,1,167
33628,6823,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,2,156,11-03-2025,3936,,Sutan,Manufacturer,48,Carton,960,1,71
33628,6823,Kids Gourmet Food,Knoxx Tomato Paste 28 -30 brix 10kg*2,Invoice,4,156,11-03-2025,110,,Sutan,Manufacturer,2,Carton,40,0.041666667,90
33628,6823,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,3,156,11-03-2025,1560.32,,Sutan,Manufacturer,32,11.34 kg or 25 lb bag,362.88,1,105
33628,6823,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,11-03-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
33629,6824,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,2,156,11-03-2025,3800,,Sutan,Manufacturer,200,10Kg Bag,2000,2,167
33629,6824,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,11-03-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
33793,6854,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,17-03-2025,110,,Sutan,Manufacturer,2,Carton,40,0.041666667,166
33793,6854,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,1,156,17-03-2025,2530,,Sutan,Manufacturer,46,Carton,920,0.958333333,166
33793,6854,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,3,156,17-03-2025,11808,,Sutan,Manufacturer,144,Carton,2880,3,71
33804,6858,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,2,156,18-03-2025,1560.32,,Sutan,Manufacturer,32,11.34 kg or 25 lb bag,362.88,1,105
33804,6858,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,18-03-2025,5904,,Sutan,Manufacturer,144,Carton,2880,3,92
33959,6887,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,24-03-2025,5904,,Sutan,Manufacturer,144,Carton,2880,3,92
33959,6887,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,24-03-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
34124,6910,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,01-04-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
34124,6910,Kids Gourmet Food,Buono Riso Italian Risotto Rice10kg,Invoice,4,156,01-04-2025,216,,Sutan,Manufacturer,6,10Kg Bag,60,0.06,89
34124,6910,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,01-04-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
34124,6910,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,3,156,01-04-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
34125,6911,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,01-04-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
34125,6911,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,2,156,01-04-2025,5904,,Sutan,Manufacturer,144,Carton,2880,3,92
34157,6917,Kids Gourmet Food,Foodkraft Potato Starch 20 Kg,Invoice,1,156,01-04-2025,58,,Sutan,Manufacturer,20,Kg,20,0.02,128
34157,6917,Kids Gourmet Food,FoodKraft Garlic Powder 100-120 mesh (China),Invoice,2,156,01-04-2025,120,,Sutan,Manufacturer,25,Kg,25,0.041666667,68
34362,6939,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,4,156,08-04-2025,1560.32,,Sutan,Manufacturer,32,11.34 kg or 25 lb bag,362.88,1,105
34362,6939,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,3,156,08-04-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
34362,6939,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,08-04-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
34362,6939,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,08-04-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
34363,6940,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,08-04-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
34545,6970,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,3,156,15-04-2025,5280,,Sutan,Manufacturer,96,Carton,1920,2,166
34545,6970,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,2,156,15-04-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
34545,6970,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,5,156,15-04-2025,1560.32,,Sutan,Manufacturer,32,11.34 kg or 25 lb bag,362.88,1,105
34545,6970,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,4,156,15-04-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
34545,6970,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,15-04-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
34794,7011,Kids Gourmet Food,Coconoxx Coconut Cream (WA) 20kg,Invoice,3,156,28-04-2025,10560,,Sutan,Manufacturer,96,Carton,1920,2,117
34794,7011,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,28-04-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
34794,7011,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,28-04-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
34844,7015,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,29-04-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
35135,7049,Kids Gourmet Food,Coconoxx Coconut Cream (WA) 20kg,Invoice,3,156,06-05-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,117
35135,7049,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,06-05-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
35135,7049,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,06-05-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
35136,7050,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,06-05-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
35136,7050,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,2,156,06-05-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
35136,7050,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,4,156,06-05-2025,1900,,Sutan,Manufacturer,100,10Kg Bag,1000,1,167
35136,7050,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,3,156,06-05-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
35168,7060,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,1,156,07-05-2025,5700,,Sutan,Manufacturer,300,10Kg Bag,3000,3,167
35267,7078,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,12-05-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
35267,7078,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,4,156,12-05-2025,1170.24,,Sutan,Manufacturer,24,11.34 kg or 25 lb bag,272.16,0.75,105
35267,7078,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,12-05-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
35267,7078,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,3,156,12-05-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
35305,7087,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,13-05-2025,5904,,Sutan,Manufacturer,144,Carton,2880,3,92
35419,7106,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,19-05-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
35419,7106,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,2,156,19-05-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
35419,7106,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,3,156,19-05-2025,1560.32,,Sutan,Manufacturer,32,11.34 kg or 25 lb bag,362.88,1,105
35468,7114,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,2,156,20-05-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
35468,7114,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,20-05-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
35597,7144,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,26-05-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
35597,7144,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,26-05-2025,5904,,Sutan,Manufacturer,144,Carton,2880,3,92
35652,7152,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,1,156,27-05-2025,9500,,Sutan,Manufacturer,500,10Kg Bag,5000,5,167
35777,7181,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,3,156,02-06-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
35777,7181,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,02-06-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
35777,7181,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,02-06-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
35777,7181,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,4,156,02-06-2025,1365.28,,Sutan,Manufacturer,28,11.34 kg or 25 lb bag,317.52,0.875,105
35932,7193,Kids Gourmet Food,Coconoxx Coconut Cream (WA) 20kg,Invoice,1,156,03-06-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,117
35932,7193,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,2,156,03-06-2025,5700,,Sutan,Manufacturer,300,10Kg Bag,3000,3,167
36043,7222,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,4,156,10-06-2025,5700,,Sutan,Manufacturer,300,10Kg Bag,3000,3,167
36043,7222,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,10-06-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
36043,7222,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,10-06-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
36043,7222,Kids Gourmet Food,Coconoxx Coconut Cream (WA) 20kg,Invoice,3,156,10-06-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,117
36048,7225,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,2,156,11-06-2025,1900,,Sutan,Manufacturer,100,10Kg Bag,1000,1,167
36048,7225,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,11-06-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
36184,7249,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,1,156,16-06-2025,5700,,Sutan,Manufacturer,300,10Kg Bag,3000,3,167
36184,7249,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,2,156,16-06-2025,1900,,Sutan,Manufacturer,100,10Kg Bag,1000,1,167
36200,7256,Kids Gourmet Food,Coconoxx Coconut Cream (WA) 20kg,Invoice,3,156,17-06-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,117
36200,7256,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,17-06-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
36200,7256,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,17-06-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
36201,7257,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,17-06-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
36201,7257,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,2,156,17-06-2025,3800,,Sutan,Manufacturer,200,10Kg Bag,2000,2,167
36362,7288,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,23-06-2025,7872,,Sutan,Manufacturer,192,Carton,3840,4,92
36389,7291,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,1,156,24-06-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
36389,7291,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,2,156,24-06-2025,3800,,Sutan,Manufacturer,200,10Kg Bag,2000,2,167
36391,7292,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,2,156,24-06-2025,1170.24,,Sutan,Manufacturer,24,11.34 kg or 25 lb bag,272.16,0.75,105
36391,7292,Kids Gourmet Food,Coconoxx Coconut Cream (WA) 20kg,Invoice,1,156,24-06-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,117
36400,7293,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,1,156,24-06-2025,1900,,Sutan,Manufacturer,100,10Kg Bag,1000,1,167
36598,7320,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,3,156,01-07-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
36598,7320,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,01-07-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
36598,7320,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,4,156,01-07-2025,1170.24,,Sutan,Manufacturer,24,11.34 kg or 25 lb bag,272.16,0.75,105
36598,7320,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,01-07-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
36599,7321,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,01-07-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
36845,7355,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,08-07-2025,1968,,Sutan,Manufacturer,48,Carton,960,1,92
36845,7355,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,4,156,08-07-2025,1900,,Sutan,Manufacturer,100,10Kg Bag,1000,1,167
36845,7355,Kids Gourmet Food,Coconoxx Coconut Cream (WA) 20kg,Invoice,3,156,08-07-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,117
36845,7355,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,08-07-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
36849,7358,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,08-07-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
36849,7358,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,2,156,08-07-2025,1900,,Sutan,Manufacturer,100,10Kg Bag,1000,1,167
36877,7360,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,1,156,09-07-2025,11400,,Sutan,Manufacturer,600,10Kg Bag,6000,6,167
37016,7393,Kids Gourmet Food,Coconoxx (RF) Fine Desiccated Coconut,Invoice,3,156,15-07-2025,1365.28,,Sutan,Manufacturer,28,11.34 kg or 25 lb bag,317.52,0.875,105
37016,7393,Kids Gourmet Food,Knoxx Passata Tomato Puree 20 kg,Invoice,1,156,15-07-2025,3936,,Sutan,Manufacturer,96,Carton,1920,2,92
37016,7393,Kids Gourmet Food,Knoxx Tomato Paste 24-26 brix 10kg*2,Invoice,2,156,15-07-2025,2640,,Sutan,Manufacturer,48,Carton,960,1,166
37016,7393,Kids Gourmet Food,Coconoxx Coconut Cream 20kg,Invoice,4,156,15-07-2025,5280,,Sutan,Manufacturer,48,Carton,960,1,71
37076,7396,Kids Gourmet Food,Koh Koh Premium Long Grain Parboiled Rice (I) 10kg,Invoice,1,156,16-07-2025,3800,,Sutan,Manufacturer,200,10Kg Bag,2000,2,167
23520,5144,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,2,161,18-01-2024,104,,Sutan,Manufacturer,2,Carton,36,0.041666667,3
23520,5144,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,18-01-2024,1350,,Sutan,Manufacturer,50,Carton,500,0.5,79
23520,5144,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,3,161,18-01-2024,76,,Sutan,Manufacturer,2,Carton,34.8,0.041666667,2
24104,5255,Gourmet Dinner Service,Knoxx Tomato Paste 3 KG (3*3),Invoice,3,161,15-02-2024,156,,Sutan,Manufacturer,6,Carton,54,0.0625,93
24104,5255,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,15-02-2024,1350,,Sutan,Manufacturer,50,Carton,500,0.5,79
24104,5255,Gourmet Dinner Service,Knoxx Tomato Extra Rich Puree A10,Invoice,2,161,15-02-2024,380,,Sutan,Manufacturer,10,Carton,174,0.208333333,95
25600,5503,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,2,161,24-04-2024,104,,Sutan,Manufacturer,2,Carton,36,0.041666667,3
25600,5503,Gourmet Dinner Service,Knoxx Tomato Extra Rich Puree A10,Invoice,3,161,24-04-2024,38,,Sutan,Manufacturer,1,Carton,17.4,0.020833333,95
25600,5503,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,24-04-2024,1080,,Sutan,Manufacturer,40,Carton,400,0.4,79
25906,5552,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,07-05-2024,2349,,Sutan,Manufacturer,87,Carton,870,0.87,79
25906,5552,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,3,161,07-05-2024,190,,Sutan,Manufacturer,5,Carton,87,0.104166667,2
25906,5552,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,07-05-2024,324,,Sutan,Manufacturer,12,Carton,120,0.12,84
26340,5643,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,3,161,30-05-2024,266,,Sutan,Manufacturer,7,Carton,121.8,0.145833333,2
26340,5643,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,30-05-2024,2376,,Sutan,Manufacturer,88,Carton,880,0.88,79
26340,5643,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,2,161,30-05-2024,260,,Sutan,Manufacturer,5,Carton,90,0.104166667,3
27184,5778,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,03-07-2024,405,,Sutan,Manufacturer,15,Carton,150,0.15,84
27184,5778,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,03-07-2024,1890,,Sutan,Manufacturer,70,Carton,700,0.7,79
27184,5778,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,3,161,03-07-2024,780,,Sutan,Manufacturer,15,Carton,270,0.3125,3
27184,5778,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,4,161,03-07-2024,304,,Sutan,Manufacturer,8,Carton,139.2,0.166666667,2
28013,5926,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,3,161,06-08-2024,1350,,Sutan,Manufacturer,50,Carton,500,0.5,84
28013,5926,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,1,161,06-08-2024,380,,Sutan,Manufacturer,10,Carton,174,0.208333333,2
28013,5926,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,2,161,06-08-2024,540,,Sutan,Manufacturer,20,Carton,200,0.2,79
28630,6054,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,3,161,03-09-2024,190,,Sutan,Manufacturer,5,Carton,87,0.104166667,2
28630,6054,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,03-09-2024,2160,,Sutan,Manufacturer,80,Carton,800,0.8,84
28630,6054,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,03-09-2024,270,,Sutan,Manufacturer,10,Carton,100,0.1,79
29442,6186,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,04-10-2024,1350,,Sutan,Manufacturer,50,Carton,500,0.5,79
29442,6186,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,04-10-2024,891,,Sutan,Manufacturer,33,Carton,330,0.33,84
29442,6186,Gourmet Dinner Service,Knoxx Fine Crushed Tomatoes A9,Invoice,3,161,04-10-2024,486,,Sutan,Manufacturer,12,Carton,180,0.214285714,94
30433,6352,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,3,161,11-11-2024,312,,Sutan,Manufacturer,6,Carton,108,0.125,3
30433,6352,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,4,161,11-11-2024,190,,Sutan,Manufacturer,5,Carton,87,0.104166667,2
30433,6352,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,11-11-2024,1620,,Sutan,Manufacturer,60,Carton,600,0.6,84
30433,6352,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,11-11-2024,675,,Sutan,Manufacturer,25,Carton,250,0.25,79
31238,6484,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,1,161,10-12-2024,1620,,Sutan,Manufacturer,60,Carton,600,0.6,84
31238,6484,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,3,161,10-12-2024,152,,Sutan,Manufacturer,4,Carton,69.6,0.083333333,2
31238,6484,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,2,161,10-12-2024,540,,Sutan,Manufacturer,20,Carton,200,0.2,79
32782,6700,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,2,161,11-02-2025,190,,Sutan,Manufacturer,5,Carton,87,0.104166667,2
32782,6700,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,1,161,11-02-2025,945,,Sutan,Manufacturer,35,Carton,350,0.35,84
32782,6700,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,3,161,11-02-2025,208,,Sutan,Manufacturer,4,Carton,72,0.083333333,3
32782,6700,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,4,161,11-02-2025,1215,,Sutan,Manufacturer,45,Carton,450,0.45,79
33601,6820,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,3,161,10-03-2025,162,,Sutan,Manufacturer,6,Carton,60,0.06,84
33601,6820,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,4,161,10-03-2025,104,,Sutan,Manufacturer,2,Carton,36,0.041666667,3
33601,6820,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,10-03-2025,1188,,Sutan,Manufacturer,44,Carton,440,0.44,84
33601,6820,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,5,161,10-03-2025,228,,Sutan,Manufacturer,6,Carton,104.4,0.125,2
33601,6820,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,10-03-2025,1080,,Sutan,Manufacturer,40,Carton,400,0.4,79
34361,6938,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,2,161,08-04-2025,156,,Sutan,Manufacturer,3,Carton,54,0.0625,3
34361,6938,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,08-04-2025,1350,,Sutan,Manufacturer,50,Carton,500,0.5,79
34361,6938,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,4,161,08-04-2025,972,,Sutan,Manufacturer,36,Carton,360,0.36,84
34361,6938,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,3,161,08-04-2025,114,,Sutan,Manufacturer,3,Carton,52.2,0.0625,2
35304,7086,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,4,161,13-05-2025,152,,Sutan,Manufacturer,4,Carton,69.6,0.083333333,2
35304,7086,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,3,161,13-05-2025,104,,Sutan,Manufacturer,2,Carton,36,0.041666667,3
35304,7086,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,13-05-2025,837,,Sutan,Manufacturer,31,Carton,310,0.31,84
35304,7086,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,13-05-2025,1485,,Sutan,Manufacturer,55,Carton,550,0.55,79
35931,7192,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,2,161,03-06-2025,729,,Sutan,Manufacturer,27,Carton,270,0.27,84
35931,7192,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Invoice,1,161,03-06-2025,810,,Sutan,Manufacturer,30,Carton,300,0.3,79
35931,7192,Gourmet Dinner Service,Knoxx Tomato Puree A10,Invoice,5,161,03-06-2025,152,,Sutan,Manufacturer,4,Carton,69.6,0.083333333,2
35931,7192,Gourmet Dinner Service,Knoxx Tomato Paste A10 (6*3kg),Invoice,4,161,03-06-2025,104,,Sutan,Manufacturer,2,Carton,36,0.041666667,3
35931,7192,Gourmet Dinner Service,Buono Pomodoro Fine Polpa 10kg,Invoice,3,161,03-06-2025,783,,Sutan,Manufacturer,29,Carton,290,0.29,84
36178,7248,Gourmet Dinner Service,Buono Pomodoro Polpa 10kg,Adjustment Notes,,161,13-06-2025,-702,,Sutan,Manufacturer,,,,,79
